 Cluster,RAJ2000,DEJ2000,RA1deg,DE1deg,Ngal,z,r80,R
 341,318.5898,+00.9450,318.5922,+00.9487,  5, 0.3990,  16.0,4
 342,320.3624,-00.7786,320.3621,-00.7797,  5, 0.2258,  43.0,2
 343,320.0434,+00.6781,320.0410,+00.6756,  6, 0.1884,  22.4,1
 344,319.5544,+00.8987,319.5412,+00.9050, 15, 0.2512,  53.4,3
 345,319.6868,+01.1598,319.6852,+01.1422,  5, 0.2010,  62.4,2
 346,321.5086,-00.5247,321.4994,-00.5322, 36, 0.4430, 150.6,4
 347,320.5950,+00.4502,320.6022,+00.4569, 22, 0.4417,  81.3,2
 348,319.7149,-00.0485,319.7184,-00.0481,  5, 0.4990,  25.4,2
 349,319.9350,-00.9776,319.9374,-00.9753,  5, 0.4992,  38.4,2
 350,320.1767,-01.1517,320.1822,-01.1479,  6, 0.4806,  35.4,2
 351,319.8256,-00.4133,319.8293,-00.4085,  5, 0.4259,  47.5,2
 352,319.0700,+01.2162,319.0582,+01.2476, 10, 0.3801, 144.3,0
 353,319.1007,+00.7931,319.0942,+00.7982,  9, 0.3760,  95.1,0
 354,319.2629,-00.2402,319.2325,-00.2775, 16, 0.3476, 131.7,2
 355,319.5168,-00.8909,319.5088,-00.8894,  8, 0.3522,  51.4,2
 356,319.1572,-00.1791,319.1493,-00.1896, 15, 0.2502,  71.1,4
 357,319.6469,-01.0159,319.6440,-01.0175, 18, 0.2524,  85.6,2
 358,319.2069,-00.8864,319.2096,-00.8832,  5, 0.4291,  64.1,0
 359,319.5147,+00.7530,319.5150,+00.7494,  8, 0.4368,  69.3,2
 360,319.1132,+01.2129,319.1079,+01.2223,  5, 0.3522,  46.6,0
 361,320.2881,-00.7335,320.2817,-00.7289,  6, 0.3392,  44.4,2
 362,319.5074,+00.8651,319.5089,+00.8675,  6, 0.1209,  21.9,3
 363,319.3742,+00.1093,319.3702,+00.1174, 23, 0.2337, 106.9,2
 364,319.1693,-00.1466,319.1673,-00.1482,  5, 0.1312,  25.5,4
 365,321.4023,+00.9584,321.3943,+00.9514,  6, 0.1198,  52.3,4
 366,319.7819,-00.4594,319.7799,-00.4634,  7, 0.2239,  50.8,0
 367,318.8413,+00.7598,318.8830,+00.8337, 12, 0.3953, 445.5,0
 368,319.4352,+00.4262,319.4410,+00.4259,  8, 0.4217,  36.9,2
 369,319.6673,+00.1523,319.6516,+00.1594,  6, 0.4235,  89.8,2
 370,320.5872,-01.1182,320.5951,-01.1323,  8, 0.4410,  59.8,2
 371,320.5960,+00.1633,320.6000,+00.1666,  5, 0.4430,  16.0,2
 372,319.5514,+00.9758,319.5402,+00.9726,  5, 0.2470,  61.2,3
 373,319.9133,-00.8226,319.9134,-00.8136,  5, 0.3089,  59.2,2
 374,319.0642,+00.1023,319.0599,+00.1036,  6, 0.3506,  84.6,0
 375,320.7183,-00.9855,320.7376,-00.9839, 15, 0.3445, 151.1,2
 376,318.7622,+00.7951,318.7615,+00.7937,  5, 0.1500,  26.4,4
 377,318.7845,-00.2072,318.7756,-00.2233, 18, 0.3360, 169.0,0
 378,320.5266,-00.8251,320.5113,-00.8255, 13, 0.3368,  68.6,3
 379,320.3379,-00.8033,320.3329,-00.8171, 21, 0.3399, 105.5,3
 380,318.5920,+01.1604,318.5955,+01.1577,  5, 0.3391,  30.2,0
 381,320.1883,-00.0783,320.1853,-00.0789,  5, 0.2273,  15.7,2
 382,322.9596,-00.0628,322.9592,-00.0632,  5, 0.2369,  11.2,1
 383,322.4144,-00.6875,322.4204,-00.6912, 23, 0.2050,  70.8,2
 384,322.1359,+00.7047,322.1402,+00.7024,  5, 0.2499,  17.8,2
 385,322.6856,-01.1076,322.6879,-01.1086,  5, 0.3790,   8.3,2
 386,323.1132,+00.8277,323.1150,+00.8262, 12, 0.4430,  42.4,2
 387,323.1693,+00.9099,323.1624,+00.8990,  5, 0.3510,  32.5,2
 388,322.3083,+00.7654,322.3165,+00.7736, 12, 0.3545,  39.0,3
 389,322.2636,-01.0821,322.2474,-01.0869,  6, 0.5029,  65.7,2
 390,322.3287,-00.5052,322.2875,-00.4647, 22, 0.4433, 210.7,0
 391,323.3042,+00.3915,323.3025,+00.3867,  6, 0.4024,  18.8,2
 392,321.4718,-00.8218,321.4704,-00.8202, 14, 0.3820,  32.4,4
 393,323.1268,-00.8073,323.1326,-00.8405,  8, 0.3480, 121.6,2
 394,321.6283,-00.6271,321.6266,-00.6337,  6, 0.2935,  24.9,4
 395,321.9693,-00.7634,321.9752,-00.7604, 11, 0.2177, 101.4,2
 396,323.1995,+00.7549,323.1904,+00.7555,  7, 0.2915,  42.9,2
 397,322.6644,-01.2403,322.6798,-01.2477,  5, 0.5087,  57.6,3
 398,321.3513,+00.9773,321.3439,+00.9637,  7, 0.1378,  84.2,4
 399,322.8149,+00.8875,322.8164,+00.8885,  6, 0.4795,  16.2,2
 400,322.4670,-00.5217,322.4607,-00.5205,  7, 0.4354,  43.9,2
 401,321.8735,-00.2621,321.8655,-00.2614, 11, 0.4460, 150.0,2
 402,322.1054,-00.7753,322.1057,-00.7602,  9, 0.1189,  55.1,2
 403,321.4796,-00.8139,321.4823,-00.8272,  7, 0.4726,  49.5,0
 404,322.5102,-00.3459,322.5166,-00.3522, 36, 0.2140,  85.8,4
 405,321.6943,-00.2521,321.6945,-00.2536,  5, 0.4794,  48.7,0
 406,323.7526,-00.7251,323.7730,-00.7238,  5, 0.4480, 161.2,0
 407,321.6564,-01.1105,321.6301,-01.0648,  5, 0.5065,  60.8,0
 408,323.2688,-00.6082,323.2644,-00.6105, 13, 0.2086, 162.4,1
 409,321.2656,-01.0724,321.2910,-01.0715,  6, 0.2320,  87.9,0
 410,322.3751,+00.0027,322.3761,+00.0025,  7, 0.1770,  23.3,2
 411,323.6759,-00.1557,323.6841,-00.1585,  5, 0.2422,  38.5,4
 412,322.4122,+00.1844,322.4107,+00.1829,  5, 0.4337,  17.8,2
 413,321.6774,-00.3800,321.6766,-00.3895, 15, 0.4440,  64.4,4
 414,322.0014,-01.1062,322.0093,-01.1096,  6, 0.3526,  69.0,2
 415,321.8621,-00.4495,321.8740,-00.4560, 11, 0.4430, 103.5,2
 416,322.7405,-00.5924,322.7348,-00.5954,  5, 0.4430,  47.2,2
 417,321.4482,-01.1759,321.4511,-01.1812, 15, 0.2236,  66.4,4
 418,321.4237,+01.0526,321.4277,+01.0486,  9, 0.1199, 101.6,4
 419,322.2118,-00.5587,322.2109,-00.5624,  6, 0.1730,  30.2,1
 420,323.2293,-00.1235,323.2283,-00.1214,  5, 0.3377,  45.0,2
 421,323.9015,+00.2721,323.8993,+00.2795,  7, 0.1090,  46.9,4
 422,321.7431,-00.8558,321.7408,-00.8559,  5, 0.4430,   8.9,0
 423,322.8644,+00.5590,322.8620,+00.5540,  5, 0.1920,  29.8,2
 424,321.4719,-01.0700,321.4741,-01.0542,  6, 0.2862,  76.2,0
 425,323.8299,-01.0112,323.8503,-00.9974,122, 0.2990, 447.3,4
 426,323.5192,+00.4424,323.5168,+00.4405,  5, 0.2696,  23.0,1
 427,321.8630,-00.2850,321.8611,-00.2762, 14, 0.4648,  87.0,2
 428,322.9732,+00.3225,322.9694,+00.3351,  5, 0.4430,  47.8,2
 429,322.8256,-00.4247,322.8254,-00.4272,  5, 0.2075,  27.7,1
 430,322.2277,-00.0481,322.2211,-00.0473,  7, 0.3524,  80.9,1
 431,323.1201,-00.4471,323.1185,-00.4520,  6, 0.3504,  59.5,2
 432,322.6132,-00.0242,322.6229,-00.0568, 32, 0.1431, 132.8,2
 433,321.4722,+00.8857,321.4760,+00.8821,  9, 0.1390,  58.5,4
 434,321.4638,-00.3217,321.4657,-00.3305,  6, 0.2636,  49.6,4
 435,322.4211,+00.0842,322.4132,+00.0860,105, 0.2190, 273.7,3
 436,322.9909,-00.5312,323.0090,-00.5311,  5, 0.4430,  81.1,1
 437,321.1593,-00.5214,321.1457,-00.5348, 38, 0.2271, 122.3,4
 438,323.5301,+00.5392,323.5283,+00.5387,  7, 0.2210,  56.1,1
 439,322.7662,-01.0441,322.7612,-01.0360, 13, 0.3138, 100.8,2
 440,323.4987,+00.3723,323.5103,+00.3649, 34, 0.3864, 107.4,3
 441,322.3975,+00.4596,322.4131,+00.4614, 20, 0.3751, 176.0,2
 442,321.7522,-00.1668,321.7565,-00.1579,  6, 0.4252,  39.6,0
 443,322.7066,+00.4203,322.6977,+00.4394, 12, 0.4268, 120.1,1
 444,323.7192,-01.2137,323.7188,-01.2060,  7, 0.2588, 123.0,0
 445,321.7921,+01.1273,321.7934,+01.1312, 10, 0.2129,  28.3,2
 446,323.2820,-00.1737,323.3166,-00.2061,  5, 0.4430,  88.9,2
 447,322.7057,+00.2905,322.7072,+00.2774, 15, 0.1324, 118.2,2
 448,321.6590,-00.5771,321.6599,-00.5780, 10, 0.2074,  31.0,4
 449,322.4108,-01.0169,322.4109,-01.0130, 11, 0.1345,  51.0,2
 450,323.2392,-01.2063,323.2407,-01.1811, 11, 0.3009,  82.4,2
 451,322.6860,-00.4449,322.6814,-00.4458,  5, 0.2020,  17.0,2
 452,323.2550,+00.5940,323.2536,+00.5963,  5, 0.3951,  55.7,2
 453,323.1093,+01.0462,323.1137,+01.0401,  7, 0.4034,  44.5,2
 454,322.4568,-00.2506,322.4636,-00.2465,  9, 0.1332,  40.9,2
 455,323.5291,-00.5250,323.5268,-00.5313, 27, 0.2165,  89.4,2
 456,321.6498,-00.6218,321.6540,-00.6166,  6, 0.2956,  26.8,4
 457,322.7912,+00.5657,322.7905,+00.5665, 10, 0.1808,  83.3,2
 458,323.0402,+00.3769,323.0333,+00.3832, 40, 0.2144, 176.6,3
 459,322.4855,+00.6051,322.5145,+00.6350, 15, 0.4400, 157.7,1
 460,322.9349,+00.8469,322.9265,+00.8417,  7, 0.4397, 130.1,2
 461,322.6293,-01.0585,322.6149,-01.0745,  6, 0.3121, 142.4,2
 462,323.4155,+00.5649,323.4208,+00.5673,  8, 0.1642,  47.2,2
 463,321.6642,-00.7249,321.6750,-00.7506,  7, 0.3336, 102.5,0
 464,321.1216,-00.0542,321.0905,-00.0686, 11, 0.4495, 199.3,0
 465,321.8253,-00.1228,321.8082,-00.1298,  6, 0.4822,  91.0,2
 466,324.0318,-00.4147,324.0321,-00.4093,  8, 0.3145,  27.3,4
 467,323.1347,+01.0844,323.1272,+01.0826,  5, 0.3541,  30.1,2
 468,323.1464,+01.1993,323.1596,+01.2045,  8, 0.3626,  52.1,2
 469,322.4314,+00.4159,322.4393,+00.4104,  5, 0.3746,  53.4,2
 470,322.1012,-00.0600,322.0990,-00.0657,  6, 0.2291,  39.1,0
 471,321.1532,-01.1049,321.1658,-01.1163,  7, 0.2750, 117.8,0
 472,322.5178,+00.6260,322.5145,+00.6350, 12, 0.4359,  35.0,3
 473,322.2357,+01.2164,322.2287,+01.2133,  7, 0.4786,  44.9,2
 474,321.7937,-01.0535,321.8004,-01.0687,  9, 0.5890, 114.4,3
 475,322.1938,-01.0132,322.2008,-01.0125,  6, 0.5210,  45.5,3
 476,321.6392,-00.4896,321.6120,-00.4855, 17, 0.4950, 104.9,0
 477,322.4169,+00.3612,322.4206,+00.3599, 11, 0.1584,  69.9,2
 478,323.3190,+00.6892,323.3204,+00.7008, 10, 0.2323, 127.0,2
 479,321.5943,-00.3607,321.5856,-00.3600,  9, 0.3076,  58.4,0
 480,322.7195,+00.4696,322.7138,+00.4661,  5, 0.4478,  26.5,2
 481,322.3823,-00.4474,322.3843,-00.4438,  6, 0.2050,  62.1,1
 482,323.3974,-00.6052,323.4088,-00.6079,  7, 0.1980,  82.3,0
 483,321.5978,-01.0365,321.6020,-01.0313,  5, 0.2580,  32.3,0
 484,321.1510,-01.0867,321.1763,-01.0911, 13, 0.3067,  93.3,4
 485,323.8748,+00.2301,323.8773,+00.2241,  8, 0.1116,  60.1,4
 486,325.3688,-00.4442,325.3745,-00.4399,  5, 0.6143,  55.7,2
 487,323.9359,+00.1465,323.9429,+00.1159, 82, 0.1174, 228.8,4
 488,325.4783,+00.7742,325.4658,+00.7696,  6, 0.5437, 123.2,2
 489,326.2934,+00.4672,326.2964,+00.4627,  5, 0.3090,  19.9,4
 490,326.3698,-00.9251,326.3677,-00.9249,  5, 0.1624,  32.0,4
 491,323.9584,-00.6060,323.9583,-00.5974,  6, 0.2414,  30.9,4
 492,324.4939,-00.5291,324.4932,-00.5198,  5, 0.2205,  33.9,2
 493,324.5342,-00.3369,324.5352,-00.3406,  5, 0.2122,   9.2,0
 494,324.7634,-01.1424,324.7619,-01.1423, 11, 0.3965,  21.9,2
 495,326.0036,-00.6059,326.0011,-00.6158,  5, 0.3170,  41.5,2
 496,324.7453,-01.0930,324.7456,-01.0896,  6, 0.2151,  36.8,2
 497,326.0257,-00.4537,326.0249,-00.4561, 14, 0.5586, 119.2,2
 498,326.2303,+00.4488,326.2378,+00.4520,  6, 0.5372,  29.6,0
 499,324.8314,-01.1916,324.8307,-01.1917,  8, 0.3591,  29.7,2
 500,324.3539,+00.3548,324.3502,+00.3628,  7, 0.1518,  29.2,1
 501,324.3654,+00.2585,324.3645,+00.2568,  8, 0.2184,  28.1,1
 502,323.8630,-01.1846,323.8688,-01.1792,  5, 0.1620,  26.4,4
 503,323.9739,+00.4426,323.9767,+00.4365,  7, 0.1179,  35.8,4
 504,325.9829,+00.5270,325.9777,+00.5126,  7, 0.3558,  55.7,2
 505,323.6468,-00.6657,323.6473,-00.6622,  6, 0.2792,  92.7,0
 506,325.1196,+00.3048,325.1215,+00.3073,  5, 0.2692,  45.3,0
 507,325.1785,-00.5960,325.1817,-00.5908, 11, 0.2939,  70.7,3
 508,324.6669,+00.6304,324.6712,+00.6234,  6, 0.1995,  30.4,2
 509,326.3507,-00.8242,326.3466,-00.8290, 11, 0.1495,  84.2,4
 510,323.8136,+01.2428,323.8127,+01.2504,  5, 0.2317,  66.1,4
 511,325.8469,+00.1138,325.8400,+00.1342, 11, 0.3360,  80.3,2
 512,325.8052,-00.9376,325.7988,-00.9472,  5, 0.5333,  41.7,2
 513,326.2735,-00.9176,326.2735,-00.9201,  6, 0.5906,  19.2,1
 514,323.9710,-00.8683,323.9839,-00.8693,  5, 0.3480,  65.9,4
 515,325.1033,-00.9417,325.1036,-00.9273,  7, 0.2390,  67.1,1
 516,324.0511,+00.5073,324.0468,+00.5117,  5, 0.2318,  22.4,4
 517,326.2020,+01.2320,326.2024,+01.2293,  5, 0.5124,  24.5,4
 518,326.3460,-00.5737,326.3382,-00.5602,  6, 0.4960,  85.1,0
 519,323.5891,+00.8950,323.5806,+00.8855,  7, 0.1700,  49.5,4
 520,323.9154,-01.0192,323.9078,-00.9886, 54, 0.2228, 157.0,4
 521,324.4164,+00.2569,324.4160,+00.2495,  9, 0.3365,  36.5,2
 522,326.4916,-00.1676,326.4850,-00.1652,  6, 0.4497,  62.7,0
 523,326.2209,+00.2786,326.2247,+00.2823,  5, 0.2381,  18.6,4
 524,325.2169,+00.4756,325.2116,+00.4536, 13, 0.3066,  82.7,3
 525,325.0455,-00.3953,325.0443,-00.3938,  5, 0.4351,  10.0,2
 526,324.1383,-01.2207,324.1447,-01.2271, 10, 0.2929,  33.1,4
 527,324.0422,+00.0653,324.0506,+00.0641,  6, 0.1221,  44.2,4
 528,326.5422,+00.2259,326.5425,+00.2255,  5, 0.3436,  35.2,4
 529,325.9836,+00.4113,325.9718,+00.4159, 10, 0.2257,  63.4,2
 530,325.3986,+00.6429,325.4005,+00.6443,  5, 0.3400,  10.0,1
 531,325.8577,-00.2856,325.8577,-00.2837,  5, 0.2460,  17.8,2
 532,326.1103,-01.2298,326.1075,-01.2483,  5, 0.5461,  57.9,0
 533,324.7252,-01.1378,324.7235,-01.1349, 12, 0.1588,  91.9,3
 534,324.6771,-00.7690,324.6794,-00.7689,  5, 0.5287,  11.8,2
 535,326.0480,+00.7125,326.0635,+00.7113,  5, 0.4420,  45.9,2
 536,323.9808,+00.3131,323.9789,+00.3109,  7, 0.1197,  72.0,4
 537,324.8647,-00.7767,324.8640,-00.7730,  5, 0.2446,  21.0,2
 538,323.7631,-00.0700,323.7663,-00.0680,  5, 0.2309,  16.5,4
 539,324.9313,-00.5735,324.9238,-00.5765,  5, 0.2575,  29.9,1
 540,326.0792,+01.1283,326.1001,+01.1343, 39, 0.2598, 155.9,4
 541,326.5156,+01.1889,326.5226,+01.1980, 11, 0.2033,  60.1,4
 542,325.4020,+01.0271,325.4158,+01.0237,  5, 0.4430,  95.8,2
 543,324.4910,-00.4992,324.4883,-00.4944,  5, 0.2576,  47.0,2
 544,325.8066,+00.3026,325.8069,+00.3006,  5, 0.5132,  10.5,2
 545,324.9349,+00.9566,324.9345,+00.9598, 22, 0.1910,  87.5,3
 546,325.5130,+00.5324,325.5158,+00.5038, 11, 0.2680, 115.5,2
 547,325.1388,-00.4406,325.1399,-00.4349,  8, 0.4928,  35.3,3
 548,325.6846,-01.1802,325.6887,-01.1818,  5, 0.5038,  71.4,2
 549,325.1632,-00.5590,325.1592,-00.5692,  5, 0.5596,  59.9,2
 550,326.4378,-00.6653,326.4487,-00.6639,  6, 0.5663,  39.9,
 551,326.0329,-01.1745,326.0280,-01.1786,  6, 0.3673,  40.1,2
 552,325.3098,-00.6336,325.3090,-00.6223,  6, 0.5454,  42.7,4
 553,325.8362,+01.0371,325.8462,+01.0430,  6, 0.5339,  63.3,2
 554,326.0651,+01.1483,326.0704,+01.1614,  8, 0.3585,  44.7,3
 555,323.8207,+01.1893,323.8223,+01.2068,  5, 0.4653,  58.1,2
 556,325.5893,+00.7630,325.5767,+00.7543,  6, 0.4707,  76.7,2
 557,323.8496,-00.7356,323.8505,-00.7411, 17, 0.2113,  91.5,4
 558,325.1338,-00.4272,325.1392,-00.4271,  6, 0.2633,  16.1,3
 559,324.7882,+01.0492,324.7926,+01.0444,  6, 0.2590,  23.8,2
 560,325.4118,+01.0445,325.4101,+01.0416,  5, 0.5240,  17.2,2
 561,326.2450,+01.0712,326.2440,+01.0698, 10, 0.2930,  57.9,0
 562,328.9196,+00.5356,328.9165,+00.5371,  7, 0.1747,  25.7,4
 563,328.3479,+00.4061,328.3535,+00.4242, 12, 0.4165,  69.3,2
 564,327.4378,-00.4508,327.4442,-00.4578,  8, 0.3265,  38.6,2
 565,326.8615,+00.7708,326.8776,+00.7708,  8, 0.2865,  90.6,3
 566,326.8415,-01.0327,326.8434,-01.0301,  5, 0.3168,  12.0,3
 567,327.4454,-00.4459,327.4389,-00.4461, 10, 0.3528,  61.5,2
 568,327.7550,-00.0742,327.7653,-00.0629,  5, 0.0380,  69.2,0
 569,327.6850,+00.0962,327.6843,+00.0923,  8, 0.1355,  17.2,3
 570,328.8578,+01.0779,328.8526,+01.0992, 15, 0.1971, 107.4,4
 571,326.6133,-00.3194,326.6126,-00.3198, 10, 0.1999,  69.4,4
 572,326.7789,+01.1742,326.7796,+01.1768,  7, 0.3660,  68.0,4
 573,327.5004,-00.9097,327.5060,-00.9160, 13, 0.4200,  41.3,2
 574,327.5930,-01.1111,327.6006,-01.1117, 20, 0.3130, 132.9,2
 575,327.3388,-00.3374,327.3354,-00.3351,  6, 0.4212,  15.7,2
 576,326.4971,-00.2194,326.5098,-00.2188,  9, 0.2774,  64.6,0
 577,328.5478,+00.0320,328.5417,+00.0296,  8, 0.2140,  23.6,2
 578,326.2280,+00.8781,326.2229,+00.8812,  7, 0.2948,  35.6,4
 579,328.5400,-00.1805,328.5135,-00.1699, 15, 0.2175, 103.6,3
 580,326.7045,+00.4751,326.7173,+00.4675, 21, 0.2159, 162.0,4
 581,327.8742,-00.0839,327.8709,-00.0872,  9, 0.5103,  37.4,2
 582,327.3810,-00.7685,327.3836,-00.7557,  8, 0.2904,  68.2,2
 583,327.2331,-00.0714,327.2779,-00.0628, 16, 0.4469, 196.8,2
 584,326.6284,+00.2540,326.6324,+00.2455,  6, 0.2616,  67.0,0
 585,326.2235,+00.2469,326.2348,+00.2361, 12, 0.3079, 101.7,0
 586,326.3659,-00.0467,326.3688,-00.0402,  6, 0.3392,  26.3,4
 587,329.0118,+01.2274,329.0044,+01.2199,  7, 0.2680,  38.4,4
 588,328.0749,+00.6198,328.0903,+00.6266, 12, 0.2174,  50.9,2
 589,327.3010,+00.8239,327.3011,+00.8295,  5, 0.4520,  32.2,2
 590,328.2634,-00.7198,328.2629,-00.7221,  5, 0.5958,  17.2,4
 591,328.3607,+00.1872,328.3199,+00.1999, 56, 0.2057, 183.3,3
 592,328.6075,+00.6209,328.6508,+00.6553, 99, 0.2110, 242.0,4
 593,329.0867,+00.0934,329.0878,+00.0933,  5, 0.2759,  20.3,0
 594,328.3616,-00.2932,328.3591,-00.2969,  5, 0.1720,  17.7,1
 595,326.6186,+00.9443,326.6238,+00.9354, 11, 0.2500, 123.4,4
 596,328.6630,+00.8738,328.6705,+00.8663,  8, 0.2055,  46.3,4
 597,328.4859,+00.3196,328.4856,+00.3151,  5, 0.4917,  26.1,2
 598,327.5003,-00.1586,327.5026,-00.1927,  5, 0.5240, 126.9,3
 599,326.8537,+00.7126,326.8492,+00.7092,  5, 0.1072,  23.3,1
 600,327.3352,-00.7016,327.3308,-00.7116,  5, 0.1292,  43.0,2
 601,327.8345,+01.1218,327.8338,+01.1196,  8, 0.3655,  61.6,2
 602,326.8805,-00.0673,326.9133,-00.0689,  6, 0.3902, 111.2,2
 603,328.4140,-00.1294,328.4149,-00.1311,  6, 0.3046,  12.7,2
 604,328.3493,+00.3316,328.3450,+00.3304,  6, 0.1965,  64.9,2
 605,326.9806,-00.0941,327.0073,-00.1049,  5, 0.4501, 104.4,2
 606,326.7425,-00.5769,326.7398,-00.5776,  5, 0.3714,  32.4,0
 607,326.9710,+00.8046,326.9701,+00.8068,  5, 0.1990,  20.7,1
 608,327.1609,+00.5466,327.1521,+00.5601,  6, 0.2090,  57.3,2
 609,328.5360,+00.6163,328.5350,+00.6102,  6, 0.2009,  38.7,2
 610,326.1769,-00.1698,326.1830,-00.1776,  5, 0.2508,  45.9,4
 611,328.7913,-01.1933,328.7936,-01.1657, 11, 0.3526, 100.5,0
 612,327.2231,-01.1314,327.2316,-01.1081,  6, 0.4620,  41.1,3
 613,328.5282,+00.0446,328.5347,+00.0459,  5, 0.1899,  32.1,2
 614,328.0108,-00.9755,328.0128,-00.9724,  6, 0.3810,  30.6,1
 615,329.1009,+00.3492,329.1408,+00.3521,  6, 0.3510, 150.9,0
 616,326.3615,+00.4323,326.3624,+00.4358, 13, 0.1583,  81.8,4
 617,326.1534,-00.7013,326.1507,-00.7001,  5, 0.3134,  17.3,4
 618,327.2363,-01.0653,327.2274,-01.0661,  5, 0.2939,  26.1,2
 619,329.0000,-00.9622,328.9996,-00.9690,  7, 0.3559,  70.0,0
 620,328.9777,-01.1448,328.9750,-01.1620,  9, 0.4126,  96.5,0
 621,327.9327,-00.9059,327.9325,-00.9041,  6, 0.1506,  21.3,2
 622,328.7012,-00.8662,328.7026,-00.8693,  7, 0.4309,  21.8,4
 623,328.5590,+00.0655,328.5536,+00.0731, 36, 0.2028, 122.4,4
 624,327.3534,-01.1782,327.3344,-01.1735,  7, 0.3451,  47.9,2
 625,327.3116,-00.2023,327.3138,-00.2144, 15, 0.3932,  99.7,2
 626,327.0517,+00.8858,327.0436,+00.8903,  8, 0.1861,  48.1,2
 627,328.3736,+00.6865,328.3779,+00.6933,  5, 0.2174,  61.7,0
 628,326.2473,-00.8420,326.2505,-00.8476,  6, 0.4709,  23.3,4
 629,327.1466,-00.4892,327.1399,-00.4815,  5, 0.0430,  94.5,0
 630,327.4970,-01.0925,327.5004,-01.0902,  7, 0.4150,  34.7,2
 631,327.5857,-00.7561,327.5938,-00.7603, 21, 0.2847, 104.4,3
 632,328.9513,+01.0816,328.9507,+01.0819,  9, 0.1828,  18.7,4
 633,327.6534,-01.0376,327.6571,-01.0423,  8, 0.1829,  50.7,2
 634,326.4399,-00.6610,326.4214,-00.6765,  5, 0.5000,  90.6,0
 635,326.2229,-00.0799,326.2140,-00.0803,  6, 0.5970,  53.0,0
 636,326.2288,+00.4482,326.2275,+00.4460,  5, 0.4490,  26.3,0
 637,328.8638,+00.9759,328.8647,+00.9765,  6, 0.1455,  21.7,4
 638,328.1858,-00.8992,328.1838,-00.8986,  5, 0.3217,  22.6,2
 639,326.5030,+01.0943,326.5056,+01.0868,  5, 0.1996,  29.4,4
 640,329.0541,-00.1867,329.0525,-00.1855,  6, 0.2177,  30.4,4
 641,326.3678,-01.2020,326.3707,-01.1978,  5, 0.0820,  24.0,4
 642,327.2953,-01.2324,327.2922,-01.2329,  6, 0.2430,  18.7,1
 643,328.7317,-00.6192,328.7368,-00.6171,  6, 0.4255,  78.2,0
 644,329.5378,+00.9751,329.5567,+00.9733, 13, 0.2580, 105.4,2
 645,328.8058,+00.9393,328.8055,+00.9340,  5, 0.1526,  47.0,4
 646,329.7194,+00.9687,329.7145,+00.9721,  5, 0.4464,  35.7,2
 647,330.3854,+00.3531,330.3854,+00.3542,  8, 0.4430,  13.4,2
 648,329.9364,-00.1231,329.9395,-00.1203,  5, 0.1990,  36.2,2
 649,329.6074,+01.0278,329.6021,+01.0225,  6, 0.2761,  37.3,2
 650,329.9372,-00.3877,329.9432,-00.3813,  5, 0.5386,  31.7,2
 651,329.3182,+00.0920,329.3111,+00.0989,  5, 0.3332,  43.5,0
 652,329.4445,+01.1521,329.4197,+01.1634, 27, 0.2090, 204.4,4
 653,328.6491,-00.8052,328.6348,-00.8168, 37, 0.4430, 242.0,1
 654,329.3771,+00.7514,329.3849,+00.7490,  5, 0.5183,  61.8,2
 655,329.3424,+01.1164,329.3432,+01.1161,  7, 0.3510,  48.0,4
 656,329.3843,-00.9165,329.3873,-00.9289, 28, 0.1939, 101.8,4
 657,328.8763,-01.2246,328.8763,-01.2264,  6, 0.4420,  24.7,4
 658,331.2416,+00.0225,331.2662,+00.0614, 13, 0.3510, 248.9,0
 659,329.3622,-00.1884,329.3600,-00.1926,  6, 0.1573,  32.8,1
 660,330.1041,+00.4113,330.1066,+00.3986, 10, 0.2438,  55.6,2
 661,330.1472,-00.5432,330.1693,-00.5353,  9, 0.1252, 105.9,0
 662,329.8268,-00.3489,329.8279,-00.3513,  5, 0.3360,  14.3,2
 663,330.5344,-00.9969,330.5203,-01.0170, 27, 0.1774, 205.8,3
 664,330.5239,-01.0065,330.5253,-01.0115,  5, 0.4017,  20.8,3
 665,330.1749,+00.1301,330.1801,+00.1263,  5, 0.2580,  24.2,1
 666,329.6357,+01.1451,329.6297,+01.1464,  6, 0.2040,  27.9,2
 667,331.2963,-00.5213,331.2912,-00.5012, 12, 0.2134, 108.6,4
 668,329.5229,-00.2006,329.5210,-00.1959,  5, 0.4056,  18.4,2
 669,329.0481,-00.8066,329.0472,-00.8030,  7, 0.1280,  47.3,4
 670,330.8800,+00.5165,330.8796,+00.5185,  5, 0.2136,  38.3,0
 671,329.5102,+00.3238,329.5128,+00.3199,  5, 0.3719,  47.3,2
 672,328.6052,-00.8475,328.6047,-00.8445,  5, 0.4550,  17.0,4
 673,331.6002,-00.4895,331.5973,-00.4931,  8, 0.1376,  51.7,4
 674,329.3529,-00.7228,329.3514,-00.7236,  6, 0.4543,  11.2,4
 675,330.5196,+00.0516,330.5105,+00.0496,  6, 0.4127,  45.6,2
 676,328.9428,+00.9526,328.9399,+00.9562,  8, 0.1277,  46.3,4
 677,328.7517,-01.0172,328.7510,-01.0149,  5, 0.3940,  31.0,0
 678,329.7851,-00.5594,329.7775,-00.5592,  5, 0.1317,  41.0,2
 679,330.5246,-00.9239,330.5365,-00.9220, 16, 0.3960,  81.8,3
 680,330.3142,+00.8541,330.3110,+00.8562,  6, 0.4292,  41.0,2
